	response
R15	"{
  ""comment"": ""Faecal incontinence (R15) is strongly linked to neurological disorders (e.g., cerebral palsy G80, other paralytic syndromes G83), anorectal disease (K63), chronic constipation (K59), diabetes‑related neuropathy (E11), and colorectal cancer (C18). These conditions either cause or coexist with incontinence, making them more likely. Conditions such as acute myocardial infarction (I21) or asthma (J45) have no known pathophysiological connection and are therefore less likely to co‑occur than in a random patient."",
  ""answer"": {
    ""B"": [""G80"", ""G83"", ""K63"", ""K59"", ""E11"", ""C18""],
    ""C"": [""I21"", ""J45""]
  }
}"
M65	"{
  ""comment"": ""Patients with synovitis/tenosynovitis (M65) frequently have other inflammatory joint diseases such as rheumatoid arthritis, spondyloarthropathies, and psoriatic arthritis, so these categories are more likely. Conditions unrelated to joint inflammation, such as malignant neoplasms of the lip (C00) or other organ-specific diseases, are less likely to co‑occur simply by chance."",
  ""answer"": {
    ""B"": [""M05"",""M06"",""M07"",""M08"",""M09"",""M10"",""M11"",""M12""],
    ""C"": [""C00""]
  }
}"
S83	"{
  ""comment"": ""Patients with knee joint dislocation/sprain (S83) often have concurrent musculoskeletal pain or degenerative changes in the same joint or adjacent joints. Thus, codes for osteoarthritis of the knee (M17), pain in joint (M25), and pain in limb (M79) are more likely. Conversely, conditions unrelated to musculoskeletal injury, such as malignant neoplasms of the lip (C00) or asthma (J45), have no clinical link and are less likely to co‑occur in this specific patient population."",
  ""answer"": {
    ""B"": [""M17"", ""M25"", ""M79""],
    ""C"": [""C00"", ""J45""]
  }
}"
X58	"{
  ""comment"": ""Patients coded with X58 (Exposure to other specified factors) are typically identified during occupational or environmental assessments and often have a history of chemical, radiation, or other non-specific exposures. Such exposures increase the risk of acute toxic effects and chronic conditions related to the agents involved. Consequently, ICD categories that directly capture poisoning or toxic effects (T36–T50) and those that reflect lifestyle or environmental risk factors (Z72) are more likely to co‑occur. Conversely, conditions that are largely unrelated to environmental exposure—such as primary essential hypertension (I10) or alcoholic liver disease (K70)—are less likely to be documented in the same patient record unless additional risk factors are present. These categories were chosen because they represent the clearest deviations from random prevalence in the context of an exposure diagnosis."",
  ""answer"": {
    ""B"": [""T36"", ""T37"", ""T38"", ""T39"", ""T40"", ""T41"", ""T42"", ""T43"", ""T44"", ""T45"", ""T46"", ""T47"", ""T48"", ""T49"", ""T50"", ""Z72""],
    ""C"": [""I10"", ""K70""]
  }
}"
G57	"{
  ""comment"": ""Mononeuropathies of the lower limb (G57) are frequently associated with metabolic and vascular risk factors that also predispose to peripheral neuropathies and foot complications. Therefore diabetes (E10‑E14), peripheral arterial disease (I70), obesity (E66) and foot ulceration (L97) are more likely to co‑occur. Conditions that are anatomically or pathophysiologically distinct, such as mononeuropathies of the upper limb (G58) or acute coronary syndromes (I20), are less commonly seen together with lower‑limb mononeuropathies."",
  ""answer"": {
    ""B"": [""E10"", ""E11"", ""E12"", ""E13"", ""E14"", ""I70"", ""E66"", ""L97"", ""G60""],
    ""C"": [""G58"", ""I20""]
  }
}"
K20	"```json
{
  ""comment"": ""Oesophagitis (K20) is strongly associated with gastro‑oesophageal reflux disease and other upper gastrointestinal disorders. Patients with oesophagitis often have reflux (K21), peptic ulcer disease (K25, K26, K27, K28), gastritis (K29), and functional dyspepsia (K31). These conditions are therefore more likely than in a random patient. Conversely, diseases unrelated to the upper GI tract or with protective lifestyle factors (e.g., chronic obstructive pulmonary disease J44, or benign neoplasms of the breast C50) show no clinical link and are less likely to co‑occur simply by chance."",
  ""answer"": {
    ""B"": [""K21"", ""K25"", ""K26"", ""K27"", ""K28"", ""K29"", ""K31""],
    ""C"": [""J44"", ""C50""]
  }
}
```"
G30	"```json
{
  ""comment"": ""Alzheimer disease is strongly associated with vascular risk factors and cerebrovascular disease. Patients with Alzheimer’s often have hypertension, type‑2 diabetes, and a history of ischemic heart disease or stroke, making these categories more likely than in a random patient. Conversely, conditions that are largely unrelated to neurodegeneration, such as malignant neoplasms of the skin (C44) or chronic obstructive pulmonary disease (J44), are not specifically linked to Alzheimer’s and are therefore less likely to appear in this patient’s record."",
  ""answer"": {
    ""B"": [""I10"", ""I25"", ""E11"", ""I63""],
    ""C"": [""C44"", ""J44""]
  }
}
```"
A08	"{
  ""comment"": ""Patients with viral or other intestinal infections (A08) frequently have other infectious gastrointestinal disorders such as diarrhoea of presumed infectious origin (A09), shigellosis (A20), campylobacteriosis (A30), bacterial intestinal infections (A51), and other viral intestinal infections (A53). These conditions share common risk factors, diagnostic work‑up, and treatment pathways, making them more likely to co‑occur. Conversely, chronic non‑infectious conditions that are unrelated to acute intestinal infection—such as essential hypertension (I10), type 2 diabetes mellitus (E11), and asthma (J45)—are less likely to be documented in the same patient record, as they are not directly linked to the infectious process and are not part of the same diagnostic or therapeutic focus."",
  ""answer"": {
    ""B"": [""A09"",""A20"",""A30"",""A51"",""A53""],
    ""C"": [""I10"",""E11"",""J45""]
  }
}"
H10	"{
  ""comment"": ""Patients diagnosed with conjunctivitis (H10) frequently have concurrent upper‑respiratory infections, as the same viral or bacterial pathogens can affect both the eye and the nasopharynx. Therefore acute nasopharyngitis (J00) and acute sinusitis (J02) are more likely than in a random patient. Conversely, ocular conditions that are not directly related to the infectious or allergic processes that cause conjunctivitis—such as age‑related cataract (H25) or non‑infectious conjunctival inflammation (H05)—are less likely to co‑occur, because they represent distinct disease processes."",
  ""answer"": {
    ""B"": [""J00"", ""J02""],
    ""C"": [""H05"", ""H25""]
  }
}"
H35	"{
  ""comment"": ""Patients with other retinal disorders (H35) frequently have co‑existing ocular conditions such as cataract (H25), retinal detachment (H33), optic atrophy (H34), and glaucoma (H43) due to shared risk factors (age, hypertension, diabetes). These are therefore more likely than in a random patient. Conditions unrelated to the eye or with opposite risk profiles, such as external ear infections (H60) or infectious diseases like cholera (A00), are less likely to co‑occur."",
  ""answer"": {
    ""B"": [""H25"", ""H33"", ""H34"", ""H43""],
    ""C"": [""H60"", ""A00""]
  }
}"
Q21	"```json
{
  ""comment"": ""Patients with congenital malformations of cardiac septa (Q21) frequently have other congenital heart defects (Q20–Q28) and are often part of syndromic conditions such as trisomy 21 (Q90). These associations make those categories more likely. Conversely, acquired cardiac conditions such as acute coronary syndromes (I20–I25) and many infectious diseases (A00–A09) are less typical in this population, so they are listed as less likely."",
  ""answer"": {
    ""B"": [""Q20"", ""Q22"", ""Q23"", ""Q24"", ""Q25"", ""Q26"", ""Q27"", ""Q28"", ""Q90""],
    ""C"": [""I20"", ""I21"", ""I22"", ""I23"", ""I24"", ""I25"", ""A00"", ""A01"", ""A02"", ""A03"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09""]
  }
}
```"
N28	"{
  ""comment"": ""Patients with N28 (other disorders of kidney and ureter) are frequently associated with systemic conditions that affect the kidneys or share common risk factors.  Hypertension (I10) and diabetes mellitus (E11) are classic comorbidities that both predispose to and are exacerbated by kidney disease, so they are more likely than in a random patient.  Chronic kidney disease (N18) often co‑occurs or is a sequela of these disorders, and urinary tract infections (N39) and nephrolithiasis (N20) are common complications or related conditions.  No ICD‑10 category shows a clear, clinically driven decrease in prevalence for this patient group, so the less‑likely list is left empty."",
  ""answer"": {
    ""B"": [""I10"", ""E11"", ""N18"", ""N39"", ""N20""],
    ""C"": []
  }
}"
E07	"{
  ""comment"": ""Patients with other thyroid disorders (E07) frequently have comorbid endocrine and metabolic conditions due to shared hormonal pathways and autoimmune mechanisms. Thus, diabetes (E10‑E14), hypertension (I10), obesity (E66), dyslipidemia (E78), atrial fibrillation (I48), pernicious anemia (D51), vitiligo (L80), and iodine‑deficiency disorders (E70) are all more common than in a random patient. Conversely, conditions that are largely unrelated to thyroid function—such as asthma (J45), gastro‑esophageal reflux disease (K21), and tuberculosis (A15)—are not expected to be more prevalent and are therefore considered less likely."",
  ""answer"": {
    ""B"": [""E10"", ""E11"", ""E12"", ""E13"", ""E14"", ""I10"", ""E66"", ""E78"", ""I48"", ""D51"", ""L80"", ""E70""],
    ""C"": [""J45"", ""K21"", ""A15""]
  }
}"
K80	"```json
{
  ""comment"": ""Cholelithiasis (K80) is strongly associated with gallbladder inflammation (K81), biliary obstruction (K83), and pancreatitis (K85) due to gallstone passage. It also correlates with metabolic conditions such as obesity (E66) and hyperlipidemia (E78). Conditions unrelated to biliary disease, such as tuberculosis (A15) or chronic obstructive pulmonary disease (J44), are less likely to co‑occur."",
  ""answer"": {
    ""B"": [""K81"", ""K83"", ""K85"", ""E66"", ""E78""],
    ""C"": [""A15"", ""J44""]
  }
}
```"
Z46	"{
  ""comment"": ""Patients undergoing fitting and adjustment of medical devices (Z46) typically receive follow‑up care and post‑procedure monitoring, making after‑care (Z47) and post‑procedural (Z48) encounters more common. General health examinations (Z00) are less likely in this specific context because the visit is focused on device management rather than routine screening."",
  ""answer"": {
    ""B"": [""Z47"", ""Z48""],
    ""C"": [""Z00""]
  }
}"
J30	"{
  ""comment"": ""Allergic rhinitis (J30) is frequently associated with other atopic conditions such as asthma (J45), eczema (L20), allergic conjunctivitis (H10), and chronic sinusitis (J01) due to shared IgE‑mediated mechanisms and common environmental triggers. These comorbidities are therefore more likely than in a random patient. Conversely, malignant neoplasms (C00‑C97) are not linked to atopy and may be slightly less frequent in patients with chronic allergic disease, possibly reflecting different risk factor profiles and healthcare utilization patterns."",
  ""answer"": {
    ""B"": [""J45"", ""L20"", ""H10"", ""J01""],
    ""C"": [""C00-C97""]
  }
}"
M17	"{
  ""comment"": ""Knee osteoarthritis (M17) is strongly associated with other osteoarthritic conditions (polyarthrosis M15, hip OA M16, OA of other joints M18, and other OA M19) and with joint pain (M25). It is also linked to obesity (E66) and metabolic disorders such as type‑2 diabetes (E11) and hypertension (I10). These comorbidities are more common in patients with knee OA than in the general population. Conversely, conditions that are protective or unrelated, such as congenital malformations (Q00–Q99) or acute infections (A00–B99), are less likely to co‑occur."",
  ""answer"": {
    ""B"": [""M15"", ""M16"", ""M18"", ""M19"", ""M25"", ""E66"", ""E11"", ""I10""],
    ""C"": [""Q00"", ""Q99"", ""A00"", ""B99""]
  }
}"
M46	"```json
{
  ""comment"": ""Patients with inflammatory spondylopathies (M46) frequently have systemic autoimmune conditions such as inflammatory bowel disease (K50, K51), psoriasis (L40), and ocular inflammation like uveitis (H20). These associations are well documented and increase the likelihood of these diagnoses compared to the general population. Conversely, conditions that are unrelated to systemic inflammation, such as kidney stones (N20) or typical osteoporotic hip fractures (S72), are not expected to be more common in this group and may even be slightly less frequent due to protective effects of chronic inflammation or medication use (e.g., NSAIDs, biologics)."",
  ""answer"": {
    ""B"": [""K50"", ""K51"", ""L40"", ""H20""],
    ""C"": [""N20"", ""S72""]
  }
}
```"
